,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
137278,The Sum of All Fears (Jack Ryan Novels),149,240,1.610738255033557
28229,Daddy,131,211,1.6106870229007633
59143,Impulse,95,153,1.6105263157894736
50789,Guardian,77,124,1.6103896103896105
143625,Thurston House,77,124,1.6103896103896105
89557,Pale Kings and Princes,23,37,1.608695652173913
86869,Oliver's Story,23,37,1.608695652173913
120272,The Dancing Floor,23,37,1.608695652173913
81139,Muggie Maggie (Cleary Reissue),23,37,1.608695652173913
97371,Resurrection,23,37,1.608695652173913
110604,Summer People,23,37,1.608695652173913
52712,Hazard,23,37,1.608695652173913
48461,Gideon,23,37,1.608695652173913
125246,The Hellion,46,74,1.608695652173913
156752,Yesterday,46,74,1.608695652173913
73243,Lovers,51,82,1.607843137254902
65801,L. A. Woman (Red Dress Ink),28,45,1.6071428571428572
3608,"A Night in Terror Tower (Goosebumps, No 27)",33,53,1.606060606060606
120644,The Deep End,30,48,1.6
118726,The Class,30,48,1.6
36664,Duchess in Love,25,40,1.6
69673,Letting Go,40,64,1.6
139828,The Waterworks,40,64,1.6
148424,Until Proven Guilty,40,64,1.6
18711,Brotherhood of the Rose,25,40,1.6
138190,The Timothy Files,30,48,1.6
80182,More Than Friends,25,40,1.6
4608,A Stranger Is Watching,30,48,1.6
32603,Destiny's Road,30,48,1.6
113321,Tempest in Eden,30,48,1.6
121617,The Ebony Swan,25,40,1.6
79190,Mixed Blessings,85,136,1.6
49244,Going Home,67,107,1.5970149253731343
151724,"Welcome to Dead House (Goosebumps, No 1)",57,91,1.5964912280701755
146881,Twilight Eyes,79,126,1.5949367088607596
2584,A Greek God at the Ladies' Club (Avon Romance),37,59,1.5945945945945945
110523,Sullivan's Sting,37,59,1.5945945945945945
60683,Into the Garden (Wildflowers),32,51,1.59375
136950,The Stone Forest,27,43,1.5925925925925926
143840,Tim,27,43,1.5925925925925926
75329,Man of the Hour,27,43,1.5925925925925926
120617,The Deceiver,44,70,1.5909090909090908
148912,Vampire of the Mists (Ravenloft Books),22,35,1.5909090909090908
147801,Under the Beetle's Cellar,22,35,1.5909090909090908
4724,A Tale of Two Cities (Wordsworth Classics),22,35,1.5909090909090908
56782,How to Murder the Man of Your Dreams,22,35,1.5909090909090908
103664,Shadows,78,124,1.5897435897435896
42493,Fatal Vision,34,54,1.588235294117647
101207,Scandalous Again,29,46,1.5862068965517242
96020,Rattlesnake Crossing,29,46,1.5862068965517242
141194,"The Yellow House Mystery (Boxcar Children Series, No 3)",24,38,1.5833333333333333
117373,The Bride's Rescuer,36,57,1.5833333333333333
58605,If Tomorrow Comes,98,155,1.5816326530612246
43442,Finnegan's Week,38,60,1.5789473684210527
153054,Where There's Smoke,64,101,1.578125
50964,Guilt by Association,26,41,1.5769230769230769
105801,Sleeping Beauty,33,52,1.5757575757575757
83783,Never Love a Cowboy,21,33,1.5714285714285714
28767,Dangerous Mourning (William Monk Novels (Paperback)),28,44,1.5714285714285714
28394,"Dakota Born (Dakota Trilogy, Book 1)",42,66,1.5714285714285714
127408,The Last Girls (Ballantine Reader's Circle),28,44,1.5714285714285714
9450,And Then He Kissed Me (Avon Romance),21,33,1.5714285714285714
83356,Native Son,21,33,1.5714285714285714
52786,Head Over Heels,35,55,1.5714285714285714
146105,Tripwire,21,33,1.5714285714285714
97036,Remember,51,80,1.5686274509803921
96883,Reign in Hell,44,69,1.5681818181818181
80860,Mr. Ives' Christmas,30,47,1.5666666666666667
61992,Jade (Wildflowers),30,47,1.5666666666666667
6913,Against the Wind,23,36,1.565217391304348
42047,Family Pictures,46,72,1.565217391304348
59883,Inappropriate Men (Red Dress Ink),23,36,1.565217391304348
110670,Summer of Night (Aspect Fantasy),23,36,1.565217391304348
127668,The Laws of Our Fathers,110,172,1.5636363636363637
85156,No Safe Place,103,161,1.5631067961165048
101970,Search the Shadows,32,50,1.5625
53782,Her Mother's Daughter,32,50,1.5625
94514,Public Secrets,80,125,1.5625
53498,Hellion Bride (Bride Trilogy (Paperback)),41,64,1.5609756097560976
65090,Kissed by Shadows (Get Connected Romances),25,39,1.56
60342,Insiders,25,39,1.56
103813,Shaman,25,39,1.56
135635,The Senator's Wife,25,39,1.56
18163,Breath of Scandal,36,56,1.5555555555555556
73224,Lovely in Her Bones,27,42,1.5555555555555556
52418,Harvest,90,140,1.5555555555555556
91252,Phantom Lover  (43 Light Street),29,45,1.5517241379310345
86965,On Dangerous Ground,31,48,1.5483870967741935
133288,The Prodigal Spy,31,48,1.5483870967741935
90473,Peachtree Road,53,82,1.5471698113207548
18827,Bubbles Unbound,33,51,1.5454545454545454
105846,Sleepwalk,55,85,1.5454545454545454
140625,The Wolf King,22,34,1.5454545454545454
4258,A Season Beyond a Kiss,57,88,1.543859649122807
104492,Show of Evil,70,108,1.542857142857143
87305,Once Upon a Kiss,35,54,1.542857142857143
97120,Remote Control,37,57,1.5405405405405406
151244,We Are Our Mothers' Daughters,37,57,1.5405405405405406
4550,A Stained White Radiance,26,40,1.5384615384615385
117572,The Burning Man,54,83,1.537037037037037
35227,Don't Cry Now,28,43,1.5357142857142858
89638,Pandora's Clock,58,89,1.5344827586206897
146858,Twice Loved,32,49,1.53125
147226,UNDER SIEGE,32,49,1.53125
58348,Iced,51,78,1.5294117647058822
80209,More Than You Know,38,58,1.5263157894736843
96427,Recessional,38,58,1.5263157894736843
2816,A Holiday Of Love,40,61,1.525
99446,Runaways (Orphans),42,64,1.5238095238095237
139590,The WICKED HEART,21,32,1.5238095238095237
47084,GOING HOME,23,35,1.5217391304347827
132584,The Piper's Sons,25,38,1.52
149781,Vital Signs,77,117,1.5194805194805194
5330,A Woman of Substance,52,79,1.5192307692307692
93797,Princess Daisy,54,82,1.5185185185185186
19981,Calder Pride,27,41,1.5185185185185186
126117,The Impressionist,27,41,1.5185185185185186
153205,While My Pretty One Sleeps,135,205,1.5185185185185186
21259,Cat (Wildflowers),29,44,1.5172413793103448
79241,Moby-Dick,29,44,1.5172413793103448
52035,Happy Endings,29,44,1.5172413793103448
49947,Grand Jury,29,44,1.5172413793103448
7683,All Shook Up (Avon Romance),31,47,1.5161290322580645
118645,The Church of Dead Girls,31,47,1.5161290322580645
44228,Flavor of the Month,33,50,1.5151515151515151
24105,Close encounters of the third kind,37,56,1.5135135135135136
55942,Hour of the Hunter,37,56,1.5135135135135136
123006,The Flame and the Flower,37,56,1.5135135135135136
37776,"Egg Monsters from Mars (Goosebumps, No 42)",37,56,1.5135135135135136
144110,Timothy's Game,43,65,1.5116279069767442
74497,Magic Hour,45,68,1.511111111111111
78969,Missing Pieces,49,74,1.510204081632653
44975,For Love,53,80,1.509433962264151
57077,Howards End,59,89,1.5084745762711864
103853,Shanna,30,45,1.5
104987,Silverthorn (Riftwar Saga),28,42,1.5
101048,Savannah,22,33,1.5
43706,First Among Equals,36,54,1.5
115296,The Autobiography of My Mother,22,33,1.5
123273,The Fourth Deadly Sin,40,60,1.5
6845,Afterburn,22,33,1.5
41973,Family Album,94,141,1.5
28574,Dances With Wolves,127,190,1.4960629921259843
61176,Irresistible Forces,75,112,1.4933333333333334
134315,The Ring,59,88,1.4915254237288136
60502,Interest of Justice,59,88,1.4915254237288136
126758,The Juror,51,76,1.4901960784313726
91109,Petals on the River (Avon Historical Romance),47,70,1.4893617021276595
48135,Getting Lucky (Avon Light Contemporary Romances),45,67,1.488888888888889
149014,Vegas Heat,35,52,1.4857142857142858
89187,"PERFECT SPY, A",33,49,1.4848484848484849
121482,The Duke,33,49,1.4848484848484849
22212,Charming Lily (Zebra Books),33,49,1.4848484848484849
67788,Late Bloomer,31,46,1.4838709677419355
114142,The 13th Juror,58,86,1.4827586206896552
109494,Stonebrook Cottage,46,68,1.4782608695652173
7659,All Our Yesterdays,23,34,1.4782608695652173
10550,Aquitaine Progression,46,68,1.4782608695652173
136061,The Silent Cry (William Monk Novels (Paperback)),21,31,1.4761904761904763
43321,Finders Keepers (Zebra Books),21,31,1.4761904761904763
6044,About Adam,21,31,1.4761904761904763
109094,Stealing Heaven,21,31,1.4761904761904763
79729,Montana,55,81,1.4727272727272727
18681,"Brooke (Orphans Miniseries, Book 3)",34,50,1.4705882352941178
81412,Murder at Monticello (Mrs. Murphy Mysteries (Paperback)),34,50,1.4705882352941178
11498,At Weddings and Wakes,34,50,1.4705882352941178
93031,Pot of Gold,34,50,1.4705882352941178
55366,Homeplace,47,69,1.4680851063829787
11627,"Attack of the Mutant (Goosebumps, No 25)",30,44,1.4666666666666666
9350,Ancient Evenings,30,44,1.4666666666666666
37644,Edge of Danger,45,66,1.4666666666666666
75578,Mansfield Park (Wordsworth Collection),30,44,1.4666666666666666
157658,Zoya,103,151,1.4660194174757282
150885,Warrior Class,28,41,1.4642857142857142
84575,Night of the Hawk,28,41,1.4642857142857142
94793,Q,28,41,1.4642857142857142
133323,The Promise in a Kiss,28,41,1.4642857142857142
92238,Pleading Guilty,136,199,1.463235294117647
91460,"Piano Lessons Can Be Murder (Goosebumps, No 13)",26,38,1.4615384615384615
64669,Killing Critics (Kathleen Mallory Novels (Paperback)),24,35,1.4583333333333333
8030,Almost Innocent,35,51,1.457142857142857
49800,Gorky Park,92,134,1.4565217391304348
55519,Honor Among Thieves,68,99,1.4558823529411764
32524,Desperate Measures,33,48,1.4545454545454546
76218,"Mary Anne Saves the Day (Baby-Sitters Club, 4)",33,48,1.4545454545454546
30758,Death Notes,22,32,1.4545454545454546
76754,Maximum Bob,42,61,1.4523809523809523
125312,The Hidden Heart,29,42,1.4482758620689655
59880,Inadmissible Evidence,29,42,1.4482758620689655
122924,The First Man in Rome,56,81,1.4464285714285714
29175,Darkest Hour (Cutler),65,94,1.4461538461538461
3107,A Little Class on Murder,27,39,1.4444444444444444
84001,New Orleans Mourning (Skip Langdon Novels (Paperback)),27,39,1.4444444444444444
99701,SEE I TOLD YOU SO,27,39,1.4444444444444444
58824,Illegal Alien,27,39,1.4444444444444444
58039,I'll Take Manhattan,72,104,1.4444444444444444
125950,The Icarus Agenda,79,114,1.4430379746835442
79659,"Monster Blood (Goosebumps, No 3)",70,101,1.4428571428571428
144717,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),134,193,1.4402985074626866
48847,Glittering Images,25,36,1.44
144220,To Be the Best,50,72,1.44
74091,MY MOTHER MY SELF,25,36,1.44
126232,The Inner Sanctum,25,36,1.44
150301,Wages of Sin,32,46,1.4375
5751,AGE OF INNOCENCE (MOVIE TIE-IN),69,99,1.434782608695652
50229,Great Ghost Stories (Dover Thrift Editions),23,33,1.434782608695652
90314,Patriot's Dream,23,33,1.434782608695652
12899,"Bad Hare Day (Goosebumps, No 41)",23,33,1.434782608695652
85299,Nobody Lives Forever,23,33,1.434782608695652
147752,Under Gemini,30,43,1.4333333333333333
11201,Ashes in the Wind,30,43,1.4333333333333333
90904,Perfect Timing,30,43,1.4333333333333333
138946,The Undertaker's Widow,74,106,1.4324324324324325
131620,The Osterman Weekend,21,30,1.4285714285714286
155250,With Open Arms (Silhouette Single Title),21,30,1.4285714285714286
108529,Stalking the Angel,21,30,1.4285714285714286
61998,Jade Island (Donovan),28,40,1.4285714285714286
7090,Airport,21,30,1.4285714285714286
97515,Return to Howliday Inn,26,37,1.4230769230769231
115197,The Ashes of Eden (Star Trek),26,37,1.4230769230769231
102112,Second Child,71,101,1.4225352112676057
51996,Happy Are the Poor in Spirit (Blackie Ryan Novels),24,34,1.4166666666666667
80577,Mother's Day,24,34,1.4166666666666667
118407,The Cheshire Cat's Eye,24,34,1.4166666666666667
98968,Rosehaven,53,75,1.4150943396226414
129613,The Mercy Rule,39,55,1.4102564102564104
96468,Reckless Encounter,22,31,1.4090909090909092
140081,The Wheel of Fortune,22,31,1.4090909090909092
43352,Finding Laura,27,38,1.4074074074074074
64415,Kentucky Rich,57,80,1.4035087719298245
126255,The Insider,35,49,1.4
118243,The Cave,25,35,1.4
44332,Flight of the Old Dog,50,70,1.4
12754,Back Spin (Myron Bolitar Mysteries (Paperback)),25,35,1.4
144901,Too Good to Be True,25,35,1.4
94040,Probable Cause,30,42,1.4
122183,The Evening Star,30,42,1.4
87586,One Last Dance,40,56,1.4
26986,Creed for the Third Millennium,50,70,1.4
130593,The Natural,30,42,1.4
41784,Fall from Grace,43,60,1.3953488372093024
21383,Catch As Cat Can,38,53,1.394736842105263
105657,Sky Masters,33,46,1.393939393939394
90731,"People of the Fire (The First North Americans series, Book 2)",28,39,1.3928571428571428
56091,Houses of Stone,28,39,1.3928571428571428
62766,Jimmy's Girl,23,32,1.391304347826087
84000,New Orleans Legacy,23,32,1.391304347826087
115317,The Aviators (Brotherhood of War),23,32,1.391304347826087
65058,Kiss and Tell,23,32,1.391304347826087
61737,"Izzy, Willy-Nilly",26,36,1.3846153846153846
137948,The Third Wife,26,36,1.3846153846153846
144302,To Have and to Hold,21,29,1.380952380952381
30582,Dear Emily,21,29,1.380952380952381
68755,Led Astray,29,40,1.3793103448275863
134380,The River,29,40,1.3793103448275863
152738,When Night Falls,29,40,1.3793103448275863
119966,The Crepes of Wrath (Pennsylvania Dutch Mysteries with Recipes (Paperback)),29,40,1.3793103448275863
21065,Case of Lucy Bending,29,40,1.3793103448275863
78241,Midnight Sun,37,51,1.3783783783783783
139502,"The Visitor (Animorphs, No 2)",37,51,1.3783783783783783
129428,The Matter of Grace (Nal Accent Novels),24,33,1.375
84582,"Night of the Living Dummy III (Goosebumps, No 40)",24,33,1.375
21867,Chains of Command,35,48,1.3714285714285714
21908,Chameleon,35,48,1.3714285714285714
2519,A Girl's Best Friend,27,37,1.3703703703703705
97477,"Return of the Mummy (Goosebumps, No 23)",27,37,1.3703703703703705
76894,McNally's Risk (Archy McNally Novels (Paperback)),38,52,1.368421052631579
1030,7b,30,41,1.3666666666666667
13838,Beautiful Dreamer,33,45,1.3636363636363635
111208,Suspicion of Vengeance,22,30,1.3636363636363635
83491,Navy Blues,22,30,1.3636363636363635
3457,A Morning for Flamingos,22,30,1.3636363636363635
122232,The Executioner's Song,44,60,1.3636363636363635
85326,Nobody's Safe,22,30,1.3636363636363635
79893,Moonfall,22,30,1.3636363636363635
79654,Monsoon (A Courtney Family Adventure),22,30,1.3636363636363635
36462,Dressing Up for the Carnival,25,34,1.36
58430,Icon,42,57,1.3571428571428572
37469,Echoes in the Darkness,42,57,1.3571428571428572
153069,Where You Belong,77,104,1.3506493506493507
47075,GOD KNOWS,23,31,1.3478260869565217
109002,"State of Siege (Tom Clancy's Op-Center, 6)",69,93,1.3478260869565217
42090,Family Way,23,31,1.3478260869565217
103830,Shameless,23,31,1.3478260869565217
51868,Handyman,23,31,1.3478260869565217
19900,Caesar's Women (Masters of Rome Series),23,31,1.3478260869565217
10161,Answer As a Man,23,31,1.3478260869565217
129751,The Miko,23,31,1.3478260869565217
72728,Love Invents Us,26,35,1.3461538461538463
115475,The Bad Witness,26,35,1.3461538461538463
155055,Wish List,29,39,1.3448275862068966
6074,Above And Beyond,29,39,1.3448275862068966
9606,Angel of Death,29,39,1.3448275862068966
95857,Random Hearts,32,43,1.34375
107899,Sphinx,35,47,1.3428571428571427
8038,Almost Paradise,47,63,1.3404255319148937
93993,Private Screening,62,83,1.3387096774193548
85897,Now and Forever,62,83,1.3387096774193548
121781,The Eleventh Commandment,65,87,1.3384615384615384
118170,The Cat Who Went into the Closet,83,111,1.3373493975903614
153247,"Whirlwind (Tyler, Book 1)",107,143,1.3364485981308412
128499,"The Lost King (Star of the Guardians, Vol 1)",21,28,1.3333333333333333
11729,August,24,32,1.3333333333333333
108341,Spy Hook,27,36,1.3333333333333333
113263,Tell Me Lies,30,40,1.3333333333333333
118179,The Cat and the Curmudgeon,54,72,1.3333333333333333
101191,Scandal in Fair Haven,24,32,1.3333333333333333
134197,The Revelation,21,28,1.3333333333333333
99545,Russia House,27,36,1.3333333333333333
4478,A Solitary Blue (Point),21,28,1.3333333333333333
96327,Reasonable Doubt,61,81,1.3278688524590163
102614,See Jane Score (Avon Romance),49,65,1.3265306122448979
98357,Road to Gandolfo,49,65,1.3265306122448979
39422,Enchanted Afternoon,34,45,1.3235294117647058
148133,Unforgettable,31,41,1.3225806451612903
143476,Thrill Of Victory,28,37,1.3214285714285714
31351,"Deep Trouble (Goosebumps, No 19)",28,37,1.3214285714285714
119892,The Covenant of the Flame,25,33,1.32
81452,Murder at the National Gallery (Capital Crime Mysteries),25,33,1.32
99310,Rules of Engagement,25,33,1.32
124351,The Grass Crown,25,33,1.32
155075,Wishes,22,29,1.3181818181818181
151481,Wed and Buried (Bed-And-Breakfast Mysteries (Paperback)),22,29,1.3181818181818181
99376,Run,22,29,1.3181818181818181
55524,Honor Bound (Honor Bound (Paperback)),22,29,1.3181818181818181
101421,Schindler's list,22,29,1.3181818181818181
69840,Lie Down With Lions (Signet),35,46,1.3142857142857143
136156,The Simeon Chamber,29,38,1.3103448275862069
10141,Another View,26,34,1.3076923076923077
6330,Act of Revenge,26,34,1.3076923076923077
91264,"Phantom of the Auditorium (Goosebumps, No 24)",26,34,1.3076923076923077
55580,Hooligans,26,34,1.3076923076923077
86472,Of Love and Shadows,39,51,1.3076923076923077
31261,Deck the Halls (Holiday Classics),85,111,1.3058823529411765
106837,Someday My Prince,23,30,1.3043478260869565
81442,Murder at the Kennedy Center (Capital Crime Mysteries),46,60,1.3043478260869565
