,ISBN,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
86089,0553286005,"The Lost King (Star of the Guardians, Vol 1)",21,28,1.3333333333333333
93198,0590471570,A Solitary Blue (Point),21,28,1.3333333333333333
61211,044021422X,Jewels,52,69,1.3269230769230769
2294,0060009241,See Jane Score (Avon Romance),49,65,1.3265306122448979
152049,1551669382,Enchanted Afternoon,34,45,1.3235294117647058
93274,0590477412,"Deep Trouble (Goosebumps, No 19)",28,37,1.3214285714285714
69717,0449219380,Murder at the National Gallery (Capital Crime Mysteries),25,33,1.32
65900,0446362921,The Covenant of the Flame,25,33,1.32
151438,1551660253,Thrill Of Victory,22,29,1.3181818181818181
46795,038078520X,Wed and Buried (Bed-And-Breakfast Mysteries (Paperback)),22,29,1.3181818181818181
78339,0515114863,Honor Bound (Honor Bound (Paperback)),22,29,1.3181818181818181
6199,0061093092,Lily White,41,54,1.3170731707317074
71870,0451163508,Lie Down With Lions (Signet),35,46,1.3142857142857143
29994,0345436121,Random Hearts,29,38,1.3103448275862069
88157,0553569570,The Apocalypse Watch,65,85,1.3076923076923077
6276,0061097306,Act of Revenge,26,34,1.3076923076923077
93394,0590483544,"Phantom of the Auditorium (Goosebumps, No 24)",26,34,1.3076923076923077
113283,0743418131,Deck the Halls (Holiday Classics),85,111,1.3058823529411765
48978,0385299095,No Greater Love,23,30,1.3043478260869565
47262,0380802937,Someday My Prince,23,30,1.3043478260869565
61541,0440222680,Fade Away (Myron Bolitar Mysteries (Paperback)),23,30,1.3043478260869565
69435,0449212084,Murder at the Kennedy Center (Capital Crime Mysteries),46,60,1.3043478260869565
99024,0671525425,Heaven,43,56,1.302325581395349
88380,0553574558,To Play the Fool,30,39,1.3
27562,0345310799,Stallion Gate,27,35,1.2962962962962963
84696,0553251139,The Fourth Protocol,27,35,1.2962962962962963
29522,0345409329,"Blood and Gold (Rice, Anne, Vampire Chronicles.)",58,75,1.293103448275862
86519,0553297422,The Deceiver,24,31,1.2916666666666667
29053,0345379365,Remember,38,49,1.2894736842105263
88402,0553574957,The Burning Man,35,45,1.2857142857142858
92970,059045899X,Amber Brown Is Not a Crayon (Amber Brown (Paperback)),28,36,1.2857142857142858
132188,0821767747,Too Good to Be True,21,27,1.2857142857142858
61924,0440236770,Frontier Woman,21,27,1.2857142857142858
29255,0345388593,Angel,21,27,1.2857142857142858
58217,0425188132,"State of War (Tom Clancy's Net Force, No. 7)",32,41,1.28125
93387,059048348X,"It Came from Beneath the Sink! (Goosebumps, No 30)",32,41,1.28125
78629,0515125024,Die Trying,25,32,1.28
93654,0590568833,"How to Kill a Monster (Goosebumps, No 46)",25,32,1.28
69410,0449211584,Chesapeake,29,37,1.2758620689655173
72821,0451199480,One Last Dance,29,37,1.2758620689655173
37431,0373250231,Spanish Disco (Red Dress Ink (Paperback)),29,37,1.2758620689655173
61821,0440234719,The Texan,22,28,1.2727272727272727
60814,0440202515,Another View,22,28,1.2727272727272727
46364,0380767619,Remember Summer,22,28,1.2727272727272727
151778,1551666170,Lord Of The Desert (Mira),22,28,1.2727272727272727
93277,0590477447,"Ghost Beach (Goosebumps, No 22)",26,33,1.2692307692307692
152022,1551669099,The Stone Forest,26,33,1.2692307692307692
97200,0671028014,Star (Wildflowers),41,52,1.2682926829268293
151880,1551667371,Thicker Than Water,45,57,1.2666666666666666
61649,0440225450,The Final Detail,30,38,1.2666666666666666
45328,0380710811,The First Man in Rome,50,63,1.26
127037,0812511069,Destiny's Road,27,34,1.2592592592592593
56536,0425100057,The Eighth Commandment,27,34,1.2592592592592593
99015,0671524968,LUCKY,31,39,1.2580645161290323
132193,0821767852,Yesterday,39,49,1.2564102564102564
50557,0393316009,Ship Fever,24,30,1.25
3563,0060512377,Does She or Doesn't She?,24,30,1.25
88727,0553580884,The Undertaker's Widow,65,81,1.2461538461538462
65987,0446365505,Pleading Guilty,114,142,1.2456140350877194
132285,0821770209,About Face,53,66,1.2452830188679245
27903,034532532X,The Lasko Tangent,45,56,1.2444444444444445
6212,0061093890,Fashionably Late,25,31,1.24
23251,0312963815,Birds of Prey,21,26,1.2380952380952381
86273,0553291009,Someone's Watching,21,26,1.2380952380952381
88469,055357602X,In a Class by Itself,30,37,1.2333333333333334
85973,0553282816,The Blooding,43,53,1.2325581395348837
151610,1551664348,Montana,52,64,1.2307692307692308
39139,0373290608,"Hunter Of My Heart (Harlequin Historical, No. 460)",26,32,1.2307692307692308
84992,0553258990,The Matarese Circle,22,27,1.2272727272727273
48979,0385299109,Mixed Blessings,22,27,1.2272727272727273
69880,0449223450,Recessional,27,33,1.2222222222222223
78844,0515131334,Headhunters,27,33,1.2222222222222223
67191,044661078X,Passing Through Paradise,23,28,1.2173913043478262
29743,0345422511,Apaches,23,28,1.2173913043478262
61687,0440226414,Fortune's Hand,62,75,1.2096774193548387
83466,0553208225,The Glitter Dome,24,29,1.2083333333333333
27592,0345312015,Hooligans,24,29,1.2083333333333333
101982,0671742566,Tender Triumph (Sonnet Books),24,29,1.2083333333333333
3803,0060562773,A Girl's Best Friend,24,29,1.2083333333333333
132392,0821772252,Scrooge Wore Spurs,34,41,1.2058823529411764
58055,0425182843,Edge of Danger,34,41,1.2058823529411764
113166,0743410599,Scandalous (Banning Sisters Trilogy),34,41,1.2058823529411764
78019,0515097500,Men in Blue (Badge of Honor Novels (Paperback)),30,36,1.2
61201,0440214009,Treasures,45,54,1.2
69852,0449222713,Black Opal,25,30,1.2
93271,0590477382,"One Day at Horrorland (Goosebumps, No 16)",35,42,1.2
100758,0671670662,WEB OF DREAMS (Casteel Saga (Paperback)),50,60,1.2
95911,0670825379,The Satanic Verses,36,43,1.1944444444444444
78306,0515113328,The Cat Who Went into the Closet,72,86,1.1944444444444444
88007,0553566075,Dead Man's Island,26,31,1.1923076923076923
56693,0425111830,Search the Shadows,21,25,1.1904761904761905
60847,0440203856,Zoya,86,102,1.186046511627907
29401,0345400003,Our Game,27,32,1.1851851851851851
86017,0553283936,Negotiator,27,32,1.1851851851851851
68927,0449149099,Waiting for the Moon,27,32,1.1851851851851851
66706,0446600261,Cauldron,22,26,1.1818181818181819
56962,0425133559,Patriot's Dream,22,26,1.1818181818181819
87982,0553565370,Scandal in Fair Haven,22,26,1.1818181818181819
66720,0446600547,"Mary, Mary",22,26,1.1818181818181819
151603,1551664275,Led Astray,28,33,1.1785714285714286
87806,0553561375,The Jewels of Tessa Kent,28,33,1.1785714285714286
158567,1573229865,The Dream of Scipio,28,33,1.1785714285714286
60114,0440124344,Family Album,73,86,1.178082191780822
96584,067100400X,Courting Susannah,23,27,1.173913043478261
60506,0440173507,The Onion Field,23,27,1.173913043478261
96974,0671020315,Raven (Orphans),35,41,1.1714285714285715
57559,0425165701,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),82,96,1.170731707317073
66821,0446602736,Border Music,41,48,1.170731707317073
47536,0380817446,The Legend of Bagger Vance,53,62,1.169811320754717
57721,0425171884,Shadow Watch (Tom Clancy's Power Plays (Paperback)),65,76,1.1692307692307693
47314,0380805421,Smart Vs. Pretty,25,29,1.16
151458,1551660520,Promise Me Forever,26,30,1.1538461538461537
92833,0590453661,"Stay Out of the Basement (Goosebumps, No 2)",46,53,1.1521739130434783
28116,0345334019,Escape the Night,60,69,1.15
71109,0451124383,Man From St Petersburg,54,62,1.1481481481481481
104395,0679447830,City of God,27,31,1.1481481481481481
72116,0451173376,Such Devoted Sisters,27,31,1.1481481481481481
78329,0515114499,The Wyndham Legacy,28,32,1.1428571428571428
5189,0061012289,A Secret Affair,21,24,1.1428571428571428
58175,042518627X,Mister Posterior and the Genius Child,21,24,1.1428571428571428
72812,0451198948,"Warrior's Song (Coulter, Catherine. Medieval Song Quartet, 4.)",28,32,1.1428571428571428
83725,0553213342,Sense and Sensibility (Bantam Classics),22,25,1.1363636363636365
56782,0425120430,Day of the Cheetah,30,34,1.1333333333333333
45592,0380721228,Tell Me No Secrets,23,26,1.1304347826086956
93101,0590466178,"Night of the Living Dummy (Goosebumps, No 7)",31,35,1.1290322580645162
68430,0449125092,Lonely Silver Rain,24,27,1.125
84261,0553238000,Mistral's Daughter,32,36,1.125
46648,0380778785,Auntie Mayhem (Bed-And-Breakfast Mysteries (Paperback)),25,28,1.12
88657,0553579835,The Matarese Countdown,50,56,1.12
57778,042517400X,"Night Moves (Tom Clancy's Net Force, No. 3)",67,75,1.1194029850746268
69185,0449206181,Murder at the FBI (Capital Crime Mysteries),34,38,1.1176470588235294
42162,0373835124,Darling Daughters,37,41,1.1081081081081081
85844,055327953X,To Be the Best,29,32,1.103448275862069
93497,0590494503,"You Can't Scare Me! (Goosebumps, No 15)",39,43,1.1025641025641026
36853,0373226632,"The Bride And The Mercenary (The Avengers) (Harlequin Intrigue Series, No. 663)",21,23,1.0952380952380953
57182,0425146707,Sheba,22,24,1.0909090909090908
102264,0671775391,CRUEL DOUBT,22,24,1.0909090909090908
28084,0345332687,London Match,22,24,1.0909090909090908
66929,0446605050,The Intruder,23,25,1.0869565217391304
57402,0425158608,Honky Tonk Kat (Kat Colorado Mysteries),26,28,1.0769230769230769
88714,055358068X,The Least Likely Bride,39,42,1.0769230769230769
69498,0449213757,Surfacing,27,29,1.0740740740740742
101815,0671735276,BUFFALO GIRLS,27,29,1.0740740740740742
6168,0061092045,Honor Among Thieves,58,62,1.0689655172413792
66837,0446603082,Sweet Anger,44,47,1.0681818181818181
151833,1551666847,Cold Ridge,36,38,1.0555555555555556
66942,0446605360,Twanged,36,38,1.0555555555555556
60995,0440207835,Dead Irish,37,39,1.054054054054054
69240,0449207269,Ride a Pale Horse,22,23,1.0454545454545454
93653,0590568825,"Ghost Camp (Goosebumps, No 45)",23,24,1.0434782608695652
101425,0671709453,DEEP SIX,23,24,1.0434782608695652
123972,0804107491,Reasonable Doubt,49,51,1.0408163265306123
80582,0523422377,V,25,26,1.04
93275,0590477420,"The Scarecrow Walks at Midnight (Goosebumps, No 20)",26,27,1.0384615384615385
102115,0671748882,The Red Horseman,28,29,1.0357142857142858
96941,0671019554,Cold Hit (Alexandra Cooper Mysteries (Paperback)),33,34,1.0303030303030303
60624,0440183669,Strong Medicine,34,35,1.0294117647058822
66726,0446600768,Snagged,38,39,1.0263157894736843
27709,0345316770,Almost Paradise,43,44,1.0232558139534884
78495,051512088X,Rosehaven,44,45,1.0227272727272727
150289,0971880107,Wild Animus,2502,2551,1.0195843325339728
65743,0446356832,The Sands of Time,84,85,1.0119047619047619
102043,0671744585,The Invitation,33,33,1.0
36260,0373217242,Yuletide Brides (2 Novels in 1),21,21,1.0
42152,0373834985,Comfortable Wife,23,23,1.0
4476,0060929952,Five Fortunes,21,21,1.0
44791,038049163X,A Woman of Substance,30,30,1.0
36849,0373226594,"Personal Protector (Colby Agency) (Harlequin Intrigue Series, No. 659)",22,22,1.0
84761,0553252828,"SICILIAN, THE",26,26,1.0
60170,0440129265,Passion's Promise,45,45,1.0
60086,0440121353,Eden Burning,24,24,1.0
93638,0590566466,"Trapped in Bat Wing Hall (Give Yourself Goosebumps, No 3)",25,25,1.0
97568,0671047485,Shallow Graves (A Location Scout Mystery Series),26,26,1.0
88117,0553568779,Wild Kat (Kat Colorado Mysteries),23,23,1.0
88130,0553569082,After Dark,43,43,1.0
55770,0425050017,The Tenth Commandment,24,24,1.0
85152,0553263579,The Autobiography of Miss Jane Pittman,26,26,1.0
29174,0345384733,Red Square,35,34,0.9714285714285714
57761,0425173534,Ssn,67,65,0.9701492537313433
68259,0449001946,Murder at the Watergate (Capital Crime Mysteries),32,31,0.96875
4279,0060913509,In Country RI,32,31,0.96875
57488,0425162605,Fatal Terrain,32,31,0.96875
132210,082176828X,What You Wish for,32,31,0.96875
29193,0345385764,Night Manager,32,31,0.96875
6170,006109207X,Everything to Gain,28,27,0.9642857142857143
84344,0553240633,Right Stuff,27,26,0.9629629629629629
35076,0373153279,Home to You (Harlequin American Romance),27,26,0.9629629629629629
113183,0743411544,Two Brothers,26,25,0.9615384615384616
77411,0505524384,Aphrodite's Kiss (Time of Your Life),25,24,0.96
57121,0425143341,Curfew,24,23,0.9583333333333334
88740,0553581147,Lady of Conquest,23,22,0.9565217391304348
151808,1551666588,With Malice,21,20,0.9523809523809523
2242,0060001445,"Her Highness, My Wife",21,20,0.9523809523809523
86406,0553294083,A Whisper of Roses,21,20,0.9523809523809523
113688,0743457870,Hidden Leaves (Debeers),30,28,0.9333333333333333
151811,1551666618,Impetuous Innocent,30,28,0.9333333333333333
60318,0440150167,Love and War,29,27,0.9310344827586207
61036,0440208912,Harvest,27,25,0.9259259259259259
104150,0679425136,The Night Manager,25,23,0.92
131762,082175856X,Sara's Song,25,23,0.92
93392,0590483528,"The Cuckoo Clock of Doom (Goosebumps, No 28)",23,21,0.9130434782608695
72434,0451185633,The Waterworks,23,21,0.9130434782608695
28767,0345365917,Seasons of Her Life,21,19,0.9047619047619048
125612,0807576743,"Surprise Island (Boxcar Children Series, No 2)",21,19,0.9047619047619048
5201,0061012882,Second Sight,21,19,0.9047619047619048
2855,006018650X,A Secret Affair,29,26,0.896551724137931
151733,1551665700,Whiskey Island,26,23,0.8846153846153846
73842,0451409159,"Long, Lean, and Lethal",41,36,0.8780487804878049
57014,0425137457,McNally's Luck (Archy McNally Novels (Paperback)),49,43,0.8775510204081632
28753,0345365208,Spy Hook,24,21,0.875
96828,0671015141,The Silent Cradle,22,19,0.8636363636363636
104985,067973709X,Mating,22,19,0.8636363636363636
93656,059056885X,"Attack of the Jack-O'-Lanterns (Goosebumps, 48)",22,19,0.8636363636363636
151668,1551664976,Cause For Alarm,22,19,0.8636363636363636
132051,0821764527,Celebration,22,19,0.8636363636363636
158495,1573225843,The Cloister Walk,22,19,0.8636363636363636
72045,0451170822,Houses Without Doors (Signet),28,24,0.8571428571428571
57539,0425164829,The Magician's Tale,35,30,0.8571428571428571
42210,0373835795,Simply Scandalous (Simply (Harlequin)),28,24,0.8571428571428571
152006,1551668939,Scandalous Miss Howard (Mira Historical Romance),27,23,0.8518518518518519
60161,0440128595,GEMINI CONTENDERS,32,27,0.84375
78728,051512768X,The Orchid Hunter,25,21,0.84
78773,0515129232,Second Wind,35,29,0.8285714285714286
22833,0312928831,The Choice,26,21,0.8076923076923077
49334,0385333404,Dating Big Bird,26,21,0.8076923076923077
88240,0553571729,The Red Scream,25,20,0.8
69719,0449219402,Murder at the Pentagon (Capital Crime Mysteries),34,27,0.7941176470588235
28856,0345370066,Spy Line,23,18,0.782608695652174
81294,0525945180,Le Mariage,23,18,0.782608695652174
98991,0671523090,Flash,27,21,0.7777777777777778
57130,0425143570,Thunder Point,27,21,0.7777777777777778
88384,0553574604,Icon,36,28,0.7777777777777778
65520,0446329894,If Tomorrow Comes,48,37,0.7708333333333334
71115,0451124995,Second Heaven,21,16,0.7619047619047619
94228,0590997262,The Stranger (Animorphs (Paperback Numbered)),24,18,0.75
68281,0449002640,The Unlikely Spy,24,18,0.75
45096,0380703122,Whirlwind,40,30,0.75
60775,0440201322,Spycatcher,23,17,0.7391304347826086
150703,1401088945,Ground Zero and Beyond,68,50,0.7352941176470589
85733,0553277405,Night Probe!,22,16,0.7272727272727273
66796,0446602159,Commitments,32,23,0.71875
31373,0373030932,"Master Of Glen Crannach (Harlequin Romance, No 3093)",21,15,0.7142857142857143
47678,0380865610,Gremlins,24,17,0.7083333333333334
71872,0451163532,On Wings of Eagles,24,17,0.7083333333333334
102510,0671799045,EVENING STAR,24,17,0.7083333333333334
73826,0451408845,Moonspun Magic,24,17,0.7083333333333334
65660,0446350419,Killshot,23,16,0.6956521739130435
44863,0380558890,Aztec,23,16,0.6956521739130435
61635,0440225043,The Midnight Hour,33,22,0.6666666666666666
60979,0440207428,Minotaur,27,18,0.6666666666666666
61139,0440212189,Maximum Bob,36,24,0.6666666666666666
51533,0394584082,The Bourne Ultimatum,30,20,0.6666666666666666
95769,0670772895,The Road Ahead,28,18,0.6428571428571429
60488,044017158X,Random Winds,22,14,0.6363636363636364
57192,0425147231,Storming Heaven,30,19,0.6333333333333333
92127,059042792X,My Brother Sam Is Dead (Point),21,13,0.6190476190476191
69497,0449213714,The League of Night and Fog,21,13,0.6190476190476191
92836,0590453688,"Say Cheese and Die! (Goosebumps, No 4)",47,29,0.6170212765957447
60884,0440204925,The Old Silent,26,16,0.6153846153846154
69630,0449217124,Thornyhold,31,19,0.6129032258064516
56727,0425115291,Silver Tower,25,15,0.6
69572,0449215571,Gone to Soldiers,27,16,0.5925925925925926
78934,0515134120,Sarah's Window,22,13,0.5909090909090909
88420,0553575244,The Silver Rose,22,13,0.5909090909090909
86245,0553290266,Golden Orange,36,21,0.5833333333333334
92837,0590453696,"The Curse of the Mummy's Tomb (Goosebumps, No 5)",33,19,0.5757575757575758
60812,0440202493,Under Gemini,21,12,0.5714285714285714
69608,0449216411,Legacy,23,13,0.5652173913043478
162830,1853260061,Portrait of the Artist As a Young Man (Wordsworth Classics),25,14,0.56
56762,042511872X,Stolen Blessings,27,15,0.5555555555555556
93272,0590477390,"Why I'm Afraid of Bees (Goosebumps, No 17)",29,16,0.5517241379310345
28370,0345345738,Women in His Life,51,28,0.5490196078431373
