,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
189444,1885628501,The Gift,Jefferson Carter,1998,Not Avail
189886,158621490X,All He Ever Wanted,Anita Shreve,2003,Time Warner Audio Major
189893,055371354X,Babyville,JANE GREEN,2003,Random House Audio
189914,1402536038,Confessions of a Shopaholic,Sophie Kinsella,2003,Recorded Books
190298,0609001302,The Cobra Event,Richard Preston,1997,Random House Value Pub
190302,0385495226,The Hot Zone,Richard Preston,1999,Anchor Pub
190328,0606191267,The Notebook,Nicholas Sparks,2000,Turtleback Books Distributed by Demco Media
190338,0385299265,Harvest,Belva Plain,1990,Bantam Dell Pub Group
190393,0681565918,Toxin,Robin Cook,2001,Bausch &amp; Lombard
190496,0613215109,The Eyes of Darkness,Dean R. Koontz,2000,Sagebrush Bound
190501,0753159538,The Mask,Dean Koontz,1999,ISIS Publishing
190576,1559273062,Jonathan Livingston Seagull,Richard Bach,1994,Audio Renaissance
190629,0553351923,Snow Crash,Neal Stephenson,1993,Spectra
190681,0553210572,Awakening,Kate Chopin,0,Bantam Doubleday Dell
190700,0671047310,The Third Option,Vince Flynn,2000,Atria
190919,0739437089,The Perfect Summer,Luanne Rice,2003,Bantam Books
191003,0330489313,Faking It,Jennifer Crusi,2003,Pan Macmillan
191154,0606191283,Mother of Pearl,Melinda Haynes,2000,Turtleback Books Distributed by Demco Media
191669,0689839030,24 Hours,Margaret Mahy,2001,Simon Pulse
191813,1586214047,Four Blind Mice,James Patterson,2002,Time Warner Audio Major
191820,1567402542,Here on Earth,Alice Hoffman,1999,Paperback Nova Audio
192266,044651652x,The Bridges of Madison County,Robert James Waller,1992,Warner Books
192300,1570429200,Roses Are Red,James Patterson,2000,Time Warner Audio Major
192322,0425058522,Night Chills,Dean R. Koontz,1983,Berkley Publishing Group
192337,1570427135,Pop Goes the Weasel,James Patterson,1999,Time Warner Audio Major
192339,1402532903,The Lovely Bones,Alice Sebold,2002,Recorded Books
192374,0330332694,Cause Celeb,Helen Fielding,2001,Viking Penguin Inc
192410,1590862910,The Pillars of the Earth,Ken Follett,2002,Brilliance Audio
192745,0345276035,Childhood's End,Clarke C.,1977,Not Avail
192795,0436279711,Caribbean,James A Michener,1989,Secker &amp; Warburg
192818,1593551878,Remember When,Nora Roberts,2003,Brilliance Audio
192887,0446679194,Devices and Desires,P.D. James,2002,Warner Books
193019,0380899876,The Mask,Frank Difiore,1986,Avon Books
193094,0399134654,Rules of Prey,John Sandford,1989,Putnam Publishing Group
193302,0026009102,The Fountainhead,Ayn Rand,1979,MacMillan Publishing Company.
193794,0393997715,Pride and Prejudice,Jane Austen,0,R.S. Means Company
194138,0807209163,A Swiftly Tilting Planet,Madeleine L'Engle,2002,Listening Library
194925,0770421083,Anne of the Island,Ian Montgomery,1983,Bantam Books
194942,0316848115,The Lion's Game,Nelson Demille,2000,Little Brown &amp; Company
194963,0434713910,Wild Justice,Wilbur A. Smith,1997,Reed Tr Ito
195000,0340546727,Dolores Claiborne,Stephen King,0,Hodder Stoughton Ltd(england
195340,0396085725,And Then There Were None,Agatha Christie,1985,Putnam Publishing Group
195424,037387233X,Blessings,Lois Richer,2003,Steeple Hill
195539,0553527290,Circle of Friends,Maeve Binchy,2000,Random House Audio Publishing Group
195659,0786004517,Flesh and Blood,Patricia Springer,1997,Pinnacle Books
195680,1563058766,What to Expect the First Year,Arlene Eisenberg,1994,Workman Publishing
195701,0440500176,Firefly Summer,Maeve Binchy,1988,Delacorte Press
195742,0446679380,The Beach House,James Patterson,2002,Warner Books
195957,0694524964,The Vendetta Defense,Lisa Scottoline,2001,HarperAudio
195960,0743520572,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster Audio
196273,0843947098,Remember When,Robin Lee Hatcher,2000,Leisure Books
196395,0375405623,Beloved,Toni Morrison,1998,Knopf
196775,1590863518,Blue Shoe,Anne Lamott,2002,Brilliance Audio
196782,055347216X,A Dangerous Fortune,Ken Follett,1993,Random House Audio
196796,0553526952,After the Fire,Belva Plain,2000,Random House Audio Publishing Group
196799,044651862x,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books
196800,1587887789,Midnight Bayou,Nora Roberts,2001,Brilliance Audio
196802,044020562x,One,Richard Bach,1989,Dell
196899,0553502492,Tara Road,Maeve Binchy,1999,Random House Audio
196906,0708981690,Red Dragon,Thomas Harris,1984,Ulverscroft Large Print
197005,0553502611,Leap of Faith,Danielle Steel,2001,Random House Audio
197083,0802117678,Remember Me,Trezza Azzopardi,2004,Grove Press
197272,0899668585,To Kill a Mockingbird,Harper Lee,1991,Buccaneer Books Inc
197595,0850919649,Dreamcatcher,Jen McVeity,2000,Lothian Pub Co
197830,0446602760,The Guardian,Joan Wolf,1997,Warner Books
198140,055347443X,Critical Judgment,Michael Palmer,1996,Random House Audio
198200,0553081314,Doomsday Book,Connie Willis,1992,Bantam Books
198524,039480001x,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers
198589,0882330918,Envy,Iurii Karlovich Olesha,1979,Ardis Publishers
198634,0842319662,Journey,Myrna Grant,0,Tyndale House Publishers
198658,0553225472,I Know Why the Caged Bird Sings,Maya Angelou,1982,Ballantine Books
198670,0515032867,The Vision,David Wilderson,1974,Pryamid Publications
198745,0690013590,Bridge to Terabithia,Katherine Paterson,1977,HarperCollins
198772,074323359X,Misery,Stephen King,2002,Fireside
198800,0812513509,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,1987,Tor Books
199466,0399138404,Without Remorse,Tom Clancy,1993,Putnam Publishing Group
199915,044022103x,One True Thing,Anna Quindlen,1995,Dell
200032,185381752X,Flesh and Blood,Michele Roberts,1994,Time Warner Books UK
200087,0375408290,Dark Lady,Richard North Patterson,1999,Random House Audio
200151,0786705213,The Blessing,Nancy Mitford,1998,Pub Group West
200270,0375433449,The Runaway Jury,JOHN GRISHAM,2003,Random House Large Print
200271,0385338600,A Time to Kill,JOHN GRISHAM,2004,Dell
200583,0446359432,Illusions,Jessica March,1988,Warner Books
200637,1557735476,Dust to Dust,Lillian Stewart Carl,1991,Diamond/Charter
200828,0330411543,Reversible Errors,Scott Turow,2002,Pan Macmillan
200863,B0001FZGPI,The Bonesetter's Daughter,Amy Tan,2001,Putnam Pub Group
201071,0345283651,Southern Cross,Terry Coleman,1980,Ballantine Books
201105,0434002046,Border Music,Robert James Waller,1995,William Heinemann
201265,1568657587,N Is for Noose,Sue Grafton,0,Bantam Doubleday Dell
201315,0739423436,The Cottage,Danielle Steel,2002,Delacorte Press
201325,158788836X,Big Trouble,Dave Barry,2001,Brilliance Audio
201383,1569713146,Starship Troopers,Warren Ellis,1998,Dark Horse Comics
201538,1577310063,No Greater Love,Teresa,1997,New World Library
201733,0440163773,No Greater Love,Jan Stuart,1986,Dell Publishing Company
201779,0140381015,See How They Run,David McRobbie,1997,Puffin Books
202157,0944353002,The Celestine Prophecy,James Redfield,1993,Satori Press
202243,0553455710,The Street Lawyer,John Grisham,1999,Random House Audio Publishing Group
202246,0807209767,The Thief Lord,Cornelia Funke,2002,Listening Library
202248,0553712527,A Painted House,John Grisham,2001,Random House Audio Publishing Group
202258,0380781506,Remember Me,Danice Allen,1996,Harper Mass Market Paperbacks (Mm)
202541,034527105X,Season of the Machete,James Patterson,1977,Ballantine Books
202749,0613216792,Harmful Intent,Robin Cook,1991,Sagebrush Bound
202811,0375728007,A Walk to Remember,Nicholas Sparks,2000,Random House Large Print Publishing
202912,0613236882,Blood Work,Michael Connelly,2000,Sagebrush Bound
202942,0061070068,Little House on the Prairie,Laura Ingalls Wilder,1953,HarperCollins Publishers
202993,042513525x,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group
203083,0971725608,On the Road,Kathy Hill,2003,Big Mallard Books
203146,0582529131,Pride and Prejudice,Jane Austen,1985,Addison-Wesley
203354,1557737681,Ashes to Ashes,Mary Monica Pulver,1992,Diamond/Charter
203357,0671523694,WLD ACCORDNG GARP,Irving,1984,"Books on Tape, Inc."
203494,0821759167,The Gift,Constance O'Day-Flannery,1998,Zebra Books
203600,0881847550,Silent Witness,Charles Wilson,1992,Pub Group West
203712,043935806x,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
203735,1568650299,Memories of Midnight,Sidney Sheldon,1993,Doubleday Books
203879,0736651047,Back Roads,Tawni O'Dell,2000,"Books on Tape, Inc."
203880,0736655220,High Fidelity,Nick Hornby,2000,"Books on Tape, Inc."
203982,0553528041,Final Target,Iris Johansen,2001,Random House Audio Publishing Group
204000,0743504623,Fatal Voyage,Kathy Reichs,2001,Simon &amp; Schuster Audio
204139,0553525654,Tara Road,Maeve Binchy,1999,Random House
204241,1410401634,Q Is for Quarry,Sue Grafton,2003,Large Print Press
204556,073940086X,Mirror Image,Danielle Steel,0,Delacorte Press
204672,0345284658,Childhood's End,Clarke C.,1979,Not Avail
204821,0394550412,Space,James A. Michener,1985,Random House Trade
205529,0553204742,Where the Red Fern Grows,Wilson Rawls,1981,Bantam Books
205720,0345247957,Ringworld,Niven,1975,Not Avail
206044,0340625880,Sanctuary,Nicholas Luard,0,Trafalgar Square
206172,0345291506,Night Whispers,Charles Veley,1980,Ballantine Books
206221,031202164X,Ashes to Ashes,Mary Monica Pulver,1988,Horizon Book Promotions
206678,0553472852,The Gift,Danielle Steel,1994,Random House Audio Publishing Group
206724,038081322X,It's Always Something,Gilda Radner,2000,Perennial Currents
207074,055358099x,Cloud Nine,Luanne Rice,2000,Bantam Books
207358,0440295181,The Firm,John Grisham,1991,Dell Publishing Company
207477,0671028340,Night Whispers,Judith McNaught,1998,Simon &amp; Schuster
207741,1568490720,While My Pretty One Sleeps,Mary Higgins Clark,1991,Buccaneer Books Inc
208381,0066214017,Portrait in Sepia,Isabel Allende,2001,HarperLargePrint
208778,1557040915,Dances With Wolves,Michael Blake,1991,W W Norton &amp; Co Inc
209114,1854597892,Animal Farm,George Orwell,2004,Nick Hern Books
209190,0754078124,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,2002,Chivers Large Print
209393,0808520903,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1999,Sagebrush Bound
209413,0060518286,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,2003,HarperCollins
209680,0749303271,The Grapes of Wrath,John Steinbeck,1990,Mandarin
209706,034543479x,A Widow for One Year,JOHN IRVING,2001,Fawcett
209711,067103619x,Lake News,Barbara Delinsky,2000,Pocket
209843,0613394763,Intensity,Dean Koontz,2001,Sagebrush Bound
209859,155651008X,All Quiet on the Western Front,Erich Maria Remarque,1990,Cram Cassettes Study Guides
209869,0451204492,The Promise,May McGoldrick,2001,Signet Book
210101,068419337x,SHIPPING NEWS,Annie Proulx,1993,Scribner
210123,0804817774,Bittersweet,Leslie Li,1992,Tuttle Pub
210551,0142401013,Tales of a Fourth Grade Nothing,Judy Blume,2003,Puffin Books
210569,084394496X,Legend,Loren D. Estleman,1999,Leisure Books
210666,0440295459,The Horse Whisperer,Nicholas Evans,1996,Doubleday Books
210767,051512317x,Rising Tides,Nora Roberts,2001,Jove Books
210778,031298328x,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
210785,074343627x,Dreamcatcher,Stephen King,2001,Pocket
210792,034538184x,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
210793,042511774x,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
210919,044023574x,After the Fire,Belva Plain,2001,Dell Publishing Company
211150,0553381547,The Prince of Tides,Pat Conroy,2002,Bantam
211417,0553108425,I Know Why the Caged Bird Sings,Maya Angelou,0,Bantam Doubleday Dell
211800,0747543674,The Map of Love,Ahdaf Soueif,1999,Bloomsbury Publishing PLC
211870,0804900116,Wuthering Heights,Emily Bronte,1964,Peter Smith Publisher Inc
211963,0679870083,The Mask,Madeline Dorr,1994,Random House Childrens Books
212469,074321644X,Dreamcatcher,Stephen King,2001,Scribner
212691,0708941214,Bitter Harvest,Anne Goring,1999,Ulverscroft Large Print
212720,0553470469,The Pelican Brief,John Grisham,1992,Random House Audio Publishing Group
212962,1570429669,The Rescue,Nicholas Sparks,2000,Time Warner Audio Major
212986,0385417357,Protect and Defend,Jack Valenti,1992,Bantam Dell Pub Group
212991,0060956119,Moment of Truth,Lisa Scottoline,2000,HarperLargePrint
213067,0453009573,Dolores Claiborne,Stephen King,1995,Penguin Highbridge Audio
213312,0449911497,All Quiet on the Western Front,Erich Maria Remarque,1996,Ballantine Books
213313,2253061018,Kaleidoscope,Danielle Steel,2003,Le Livre De Poche
213338,0066237440,Coraline,Neil Gaiman,2002,HarperCollins
213373,0060805595,Vanished,Marjorie Carleton,1981,HarperCollins (paper)
213935,0385600593,Blackberry Wine,Joanne Harris,2000,Doubleday
213970,1590400364,The Hundred Secret Senses,Amy Tan,2001,Phoenix Audio
214105,0613064054,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1999,Sagebrush Bound
214758,0785727345,"Loves Music, Loves to Dance",Mary Higgins Clark,1999,Sagebrush Bound
214820,0553242180,Nine Stories,J. D. Salinger,1983,Bantam Books
214857,0821759183,Once in a Lifetime,Constance O'Day-Flannery,1998,Zebra Books
214957,0613293339,The Return Journey,Maeve Binchy,2001,Sagebrush Bound
214969,1586214608,The Christmas Train,David Baldacci,2002,Time Warner Audio Major
215157,0553527517,Pagan Babies,Elmore Leonard,2000,Random House Audio Publishing Group
215286,0375405658,The Greatest Generation,TOM BROKAW,1998,Random House Audio
215288,0679460055,Unnatural Exposure,Patricia Daniels Cornwell,1997,Random House Audio
215290,0553455486,The Runaway Jury,JOHN GRISHAM,1996,Random House Audio
215297,0553472836,The Partner,John Grisham,1997,Random House Audio
215352,0888783876,Flesh and Blood,Michael Crummey,2001,Porcepic Books
215390,0553502166,The Wedding,Danielle Steel,2000,Random House Audio Publishing Group
215449,0679460330,Eaters of the Dead,Michael Crichton,1998,Random House Audio
215611,0891078215,The Gift,R. Kent Hughes,1994,Good News Pub
216130,0451156595,Beloved,Toni Morrison,1996,Dutton Books
216567,0881030457,The Scarlet Letter,Nathaniel Hawthorne,1999,Sagebrush Bound
216655,0738813192,Three Wishes,Michael J. Lynch,2000,Xlibris Corporation
216874,0399133984,Open Season,Archer Mayor,1988,Putnam Pub Group
216930,0061080845,The Secret,Penelope Thomas,1993,Harper Mass Market Paperbacks (Mm)
217053,0912697520,Ellen Foster,Kaye Gibbons,1987,Algonquin Books Of Chapel Hill
217210,0786002093,Now and Forever,Elizabeth Sherwood,1995,Pinnacle Books
217714,0590325183,Secrets,Deborah Aydt,1981,Scholastic
217911,0307121062,The Ugly Duckling,H.C. Andersen,1990,Golden Books
218078,0590505904,James and the Giant Peach,Roald Dahl,1988,Puffin / Scholastic
218355,0965542734,Lucky,Alice Sebold,1999,Scribner
218609,0415901359,Cloud Nine,Caryl Churchill,1987,Routledge
218704,156315238X,No Safe Place,Mitchell Benjoya,2001,Sterling House Publishers
218824,0440213304,Beloved,Antoinette Stockenberg,1993,Dell Publishing Company
218866,0694518077,The Tenth Justice,Brad Meltzer,1997,HarperAudio
218919,0440408091,Journey,PATRICIA MACLACHLAN,1993,Yearling
219301,0747241317,Angels,Steve Harris,1993,Headline
219392,0613236904,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2000,Sagebrush Bound
219420,0061007501,Cradle and All,Nancy Baker Jacobs,1995,Harper Mass Market Paperbacks (Mm)
219531,0843944161,The Mask,Donna Lee Poff,1998,Leisure Books
219583,044056753X,Palomino,Danielle Steel,1981,Dell Publishing Company
219597,0671044702,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Simon &amp; Schuster Audio
219710,068803036x,The Cider House Rules,John Irving,1985,Harpercollins Childrens Books
219885,0525936610,Cause of Death,"Cyril, M.D. Wecht",1993,Penguin USA
220431,0375403264,N Is for Noose,Sue Grafton,1998,Random House Audio
220434,0375403043,No Safe Place,Richard North Patterson,1998,Random House Audio
220438,1559273623,Contagion,Robin Cook,1996,Audio Renaissance
220441,0553479326,Mirror Image,Danielle Steel,1998,Random House Audio Publishing Group
220487,0800780086,Christy,Catherine Marshall,1968,Baker Pub Group
220771,044022165x,The Rainmaker,JOHN GRISHAM,1996,Dell
221058,0752814214,Ashes to Ashes,Tami Hoag,1996,Brown &amp; Benchmark
221100,0595159540,The Idiot Girls' Action Adventure Club,Laurie Notaro,2000,Iuniverse Inc
221376,0345916387,The Cider House Rules,John Irving,1999,Ballantine Books
221695,0553478192,In Pursuit of the Proper Sinner,Elizabeth George,1999,Random House Audio Publishing Group
221721,0785787135,The Mists of Avalon,Marion Zimmer Bradley,1999,Sagebrush Bound
221771,0749902698,The Surgeon,Francis Roe,1995,Judy Piatkus Publishers Ltd
222144,0451406001,Grave Secrets,Cyril Wecht,1998,Onyx Books
222177,0345361393,The Apprentice,Talmadge-Bickmore Deborah,1989,Del Rey Books
222239,0394298667,Red Storm Rising,Tom Clancy,1986,Sound Editions
222372,0553474057,Island of the Blue Dolphins,Scott O'Dell,1995,Bantam Books-Audio
223028,0446679100,The General's Daughter,Nelson DeMille,2002,Warner Books
223299,1567403204,The Reef,Nora Roberts,1999,Paperback Nova Audio
223342,0446694258,Void Moon,Michael Connelly,2004,Warner Books
